state,district,districthindi,season,seasonhindi,crop,crophindi,area,production
तमिलनाडु (Tamil Nadu),NAMAKKAL,नमक्कली,Whole Year ,पूरे साल ,Turmeric,हल्दी,2436,12774
तमिलनाडु (Tamil Nadu),COIMBATORE,कोयंबत्तूर,Kharif     ,खरीफ ,Urad,उड़द,987,526
तमिलनाडु (Tamil Nadu),KARUR,करूर,Kharif     ,खरीफ ,Horse-gram,चने की दाल,1884,1063
तमिलनाडु (Tamil Nadu),RAMANATHAPURAM,रामनाथपुरम,Whole Year ,पूरे साल ,Bajra,बाजरे,720,800
तमिलनाडु (Tamil Nadu),SALEM,सलेम,Whole Year ,पूरे साल ,Arhar/Tur,अरहर / तुरई,2963,2690
तमिलनाडु (Tamil Nadu),CUDDALORE,कुड्डालोर,Whole Year ,पूरे साल ,Horse-gram,चने की दाल,3,2
तमिलनाडु (Tamil Nadu),PUDUKKOTTAI,पुदुक्कोट्टई,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),111,47
तमिलनाडु (Tamil Nadu),NAGAPATTINAM,नागपट्टिनम,Whole Year ,पूरे साल ,Cashewnut,काजू,503,152
तमिलनाडु (Tamil Nadu),COIMBATORE,कोयंबत्तूर,Whole Year ,पूरे साल ,Dry chillies,सूखी मिर्च,1410,724
तमिलनाडु (Tamil Nadu),NAGAPATTINAM,नागपट्टिनम,Whole Year ,पूरे साल ,Cashewnut,काजू,1856,488
तमिलनाडु (Tamil Nadu),TUTICORIN,तूतीकोरिन,Whole Year ,पूरे साल ,Onion,प्याज,1744,10095
तमिलनाडु (Tamil Nadu),ARIYALUR,अरियालुर,Whole Year ,पूरे साल ,Small millets,छोटे बाजरा,259,705
तमिलनाडु (Tamil Nadu),NAGAPATTINAM,नागपट्टिनम,Whole Year ,पूरे साल ,Coconut ,नारियल ,4241,604
तमिलनाडु (Tamil Nadu),THE NILGIRIS,नीलगिरी,Whole Year ,पूरे साल ,Sugarcane,गन्ना,11,1211
तमिलनाडु (Tamil Nadu),KARUR,करूर,Whole Year ,पूरे साल ,Sunflower,सूरजमुखी,5596,11222
तमिलनाडु (Tamil Nadu),KARUR,करूर,Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),490,850
तमिलनाडु (Tamil Nadu),PERAMBALUR,पेरम्बलूर,Kharif     ,खरीफ ,Castor seed,अरंडी बीज,157,53
तमिलनाडु (Tamil Nadu),VIRUDHUNAGAR,विरुधुनागरी,Whole Year ,पूरे साल ,Cashewnut,काजू,4,1
तमिलनाडु (Tamil Nadu),KRISHNAGIRI,कृष्णागिरी,Whole Year ,पूरे साल ,Tapioca,टैपिओका,429,9089
तमिलनाडु (Tamil Nadu),TIRUNELVELI,तिरुनेलवेली,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,2195,421
तमिलनाडु (Tamil Nadu),DINDIGUL,डिंडीगुल,Kharif     ,खरीफ ,Maize,मक्का,7330,43858
तमिलनाडु (Tamil Nadu),VELLORE,वेल्लोर,Whole Year ,पूरे साल ,Pineapple,अनन्नास,1,31
तमिलनाडु (Tamil Nadu),KRISHNAGIRI,कृष्णागिरी,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,6,80
तमिलनाडु (Tamil Nadu),VIRUDHUNAGAR,विरुधुनागरी,Whole Year ,पूरे साल ,Sugarcane,गन्ना,4438,439668
तमिलनाडु (Tamil Nadu),KARUR,करूर,Whole Year ,पूरे साल ,Cashewnut,काजू,30,17
तमिलनाडु (Tamil Nadu),THIRUVARUR,थिरुवरुर,Whole Year ,पूरे साल ,Onion,प्याज,1,13
तमिलनाडु (Tamil Nadu),DHARMAPURI,धर्मपुरी,Whole Year ,पूरे साल ,Urad,उड़द,1428,371
तमिलनाडु (Tamil Nadu),PERAMBALUR,पेरम्बलूर,Whole Year ,पूरे साल ,Coriander,धनिया,6021,1535
तमिलनाडु (Tamil Nadu),TIRUNELVELI,तिरुनेलवेली,Whole Year ,पूरे साल ,Turmeric,हल्दी,6,22
तमिलनाडु (Tamil Nadu),THIRUVARUR,थिरुवरुर,Rabi       ,रबी ,Urad,उड़द,58178,60610
तमिलनाडु (Tamil Nadu),PERAMBALUR,पेरम्बलूर,Kharif     ,खरीफ ,Groundnut,मूंगफली,29026,42530
तमिलनाडु (Tamil Nadu),PUDUKKOTTAI,पुदुक्कोट्टई,Kharif     ,खरीफ ,Castor seed,अरंडी बीज,5,1
तमिलनाडु (Tamil Nadu),MADURAI,मदुरै,Rabi       ,रबी ,Gram,ग्राम,88,58
तमिलनाडु (Tamil Nadu),KANCHIPURAM,कांचीपुरम,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),309,132
तमिलनाडु (Tamil Nadu),THENI,फिर म,Whole Year ,पूरे साल ,Coriander,धनिया,73,22
तमिलनाडु (Tamil Nadu),TUTICORIN,तूतीकोरिन,Kharif     ,खरीफ ,Horse-gram,चने की दाल,11,3
तमिलनाडु (Tamil Nadu),RAMANATHAPURAM,रामनाथपुरम,Whole Year ,पूरे साल ,Gram,ग्राम,8,4
तमिलनाडु (Tamil Nadu),ERODE,इरोड,Whole Year ,पूरे साल ,Maize,मक्का,14703,86706
तमिलनाडु (Tamil Nadu),MADURAI,मदुरै,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,38,461
तमिलनाडु (Tamil Nadu),KARUR,करूर,Kharif     ,खरीफ ,Rice,चावल,10907,44073
तमिलनाडु (Tamil Nadu),VELLORE,वेल्लोर,Kharif     ,खरीफ ,Bajra,बाजरे,3437,3487
तमिलनाडु (Tamil Nadu),VIRUDHUNAGAR,विरुधुनागरी,Kharif     ,खरीफ ,Groundnut,मूंगफली,10763,14233
तमिलनाडु (Tamil Nadu),VIRUDHUNAGAR,विरुधुनागरी,Kharif     ,खरीफ ,Jowar,ज्वार,3635,8393
तमिलनाडु (Tamil Nadu),NAGAPATTINAM,नागपट्टिनम,Kharif     ,खरीफ ,Sesamum,तिल,1359,544
तमिलनाडु (Tamil Nadu),VILLUPURAM,विल्लुपुरम,Whole Year ,पूरे साल ,Banana,केला,1151,49489
तमिलनाडु (Tamil Nadu),DHARMAPURI,धर्मपुरी,Whole Year ,पूरे साल ,Pulses total,दलहन कुल,65383,31970
तमिलनाडु (Tamil Nadu),TUTICORIN,तूतीकोरिन,Whole Year ,पूरे साल ,Tapioca,टैपिओका,6,219
तमिलनाडु (Tamil Nadu),ERODE,इरोड,Whole Year ,पूरे साल ,Sannhamp,सन्नहम्पो,1397,1018
तमिलनाडु (Tamil Nadu),PERAMBALUR,पेरम्बलूर,Whole Year ,पूरे साल ,Onion,प्याज,6027,53208
तमिलनाडु (Tamil Nadu),VELLORE,वेल्लोर,Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),7725,18118
तमिलनाडु (Tamil Nadu),DINDIGUL,डिंडीगुल,Whole Year ,पूरे साल ,Castor seed,अरंडी बीज,345,140
तमिलनाडु (Tamil Nadu),THENI,फिर म,Whole Year ,पूरे साल ,Black pepper,काली मिर्च,64,19
तमिलनाडु (Tamil Nadu),NAGAPATTINAM,नागपट्टिनम,Kharif     ,खरीफ ,Urad,उड़द,50281,23280
तमिलनाडु (Tamil Nadu),THE NILGIRIS,नीलगिरी,Whole Year ,पूरे साल ,Turmeric,हल्दी,31,169
तमिलनाडु (Tamil Nadu),DHARMAPURI,धर्मपुरी,Whole Year ,पूरे साल ,Arhar/Tur,अरहर / तुरई,4282,3731
तमिलनाडु (Tamil Nadu),SALEM,सलेम,Kharif     ,खरीफ ,Rice,चावल,13585,43645
तमिलनाडु (Tamil Nadu),VELLORE,वेल्लोर,Whole Year ,पूरे साल ,Mango,आम,12553,96174
तमिलनाडु (Tamil Nadu),SIVAGANGA,शिवगंगा,Whole Year ,पूरे साल ,Cotton(lint),कपास (लिंट),133,309
तमिलनाडु (Tamil Nadu),NAMAKKAL,नमक्कली,Kharif     ,खरीफ ,Rice,चावल,24167,83225
तमिलनाडु (Tamil Nadu),ERODE,इरोड,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),4535,2584
तमिलनाडु (Tamil Nadu),PERAMBALUR,पेरम्बलूर,Whole Year ,पूरे साल ,Onion,प्याज,5063,29107
तमिलनाडु (Tamil Nadu),TIRUNELVELI,तिरुनेलवेली,Whole Year ,पूरे साल ,Horse-gram,चने की दाल,97,43
तमिलनाडु (Tamil Nadu),CUDDALORE,कुड्डालोर,Kharif     ,खरीफ ,Rice,चावल,127843,447523
तमिलनाडु (Tamil Nadu),TUTICORIN,तूतीकोरिन,Whole Year ,पूरे साल ,Cashewnut,काजू,824,298
तमिलनाडु (Tamil Nadu),THIRUVALLUR,तिरुवल्लुर,Whole Year ,पूरे साल ,Banana,केला,710,29489
तमिलनाडु (Tamil Nadu),ERODE,इरोड,Whole Year ,पूरे साल ,Sugarcane,गन्ना,31227,2832977
तमिलनाडु (Tamil Nadu),ARIYALUR,अरियालुर,Kharif     ,खरीफ ,Rice,चावल,24097,97257
तमिलनाडु (Tamil Nadu),KARUR,करूर,Whole Year ,पूरे साल ,Drum Stick,ढोल का छड़ी,824,0
तमिलनाडु (Tamil Nadu),VILLUPURAM,विल्लुपुरम,Whole Year ,पूरे साल ,Pome Fruit,अनार फल,474,2480
तमिलनाडु (Tamil Nadu),DINDIGUL,डिंडीगुल,Rabi       ,रबी ,Groundnut,मूंगफली,8070,39834
तमिलनाडु (Tamil Nadu),THIRUVARUR,थिरुवरुर,Whole Year ,पूरे साल ,Sugarcane,गन्ना,846,91711
तमिलनाडु (Tamil Nadu),THENI,फिर म,Whole Year ,पूरे साल ,Tobacco,तंबाकू,29,64
तमिलनाडु (Tamil Nadu),NAMAKKAL,नमक्कली,Whole Year ,पूरे साल ,Pome Granet,पोम ग्रेनेट,65,0
तमिलनाडु (Tamil Nadu),VILLUPURAM,विल्लुपुरम,Whole Year ,पूरे साल ,Tapioca,टैपिओका,6483,201269
तमिलनाडु (Tamil Nadu),PUDUKKOTTAI,पुदुक्कोट्टई,Whole Year ,पूरे साल ,Sugarcane,गन्ना,2377,2552000
तेलंगाना (Telangana),WARANGAL,वारंगल,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,32800,11700
तेलंगाना (Telangana),WARANGAL,वारंगल,Kharif     ,खरीफ ,Maize,मक्का,44333,163810
तेलंगाना (Telangana),WARANGAL,वारंगल,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,2254,654
तेलंगाना (Telangana),WARANGAL,वारंगल,Kharif     ,खरीफ ,Dry chillies,सूखी मिर्च,15000,40000
तेलंगाना (Telangana),MAHBUBNAGAR,महबूबनगरी,Rabi       ,रबी ,Groundnut,मूंगफली,91063,186588
तेलंगाना (Telangana),KHAMMAM,खम्मम,Rabi       ,रबी ,Maize,मक्का,13000,80000
तेलंगाना (Telangana),KARIMNAGAR,करीमनगर,Rabi       ,रबी ,Bajra,बाजरे,599,375
तेलंगाना (Telangana),KHAMMAM,खम्मम,Kharif     ,खरीफ ,Maize,मक्का,17588,46045
तेलंगाना (Telangana),MEDAK,मेडक,Rabi       ,रबी ,Jowar,ज्वार,35786,27806
तेलंगाना (Telangana),NALGONDA,नलगोंडा,Rabi       ,रबी ,Jowar,ज्वार,10027,2597
तेलंगाना (Telangana),KARIMNAGAR,करीमनगर,Kharif     ,खरीफ ,Jowar,ज्वार,37,39
तेलंगाना (Telangana),RANGAREDDI,रंगारेड्डी,Rabi       ,रबी ,Rice,चावल,14360,34605
तेलंगाना (Telangana),MEDAK,मेडक,Rabi       ,रबी ,Gram,ग्राम,19800,2400
तेलंगाना (Telangana),MEDAK,मेडक,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,47,28
तेलंगाना (Telangana),NALGONDA,नलगोंडा,Kharif     ,खरीफ ,Castor seed,अरंडी बीज,475,84
तेलंगाना (Telangana),NALGONDA,नलगोंडा,Kharif     ,खरीफ ,other oilseeds,अन्य तिलहन,119,1499
तेलंगाना (Telangana),WARANGAL,वारंगल,Kharif     ,खरीफ ,Mesta,मेस्टा,28,238
तेलंगाना (Telangana),RANGAREDDI,रंगारेड्डी,Rabi       ,रबी ,Groundnut,मूंगफली,6895,13935
तेलंगाना (Telangana),MEDAK,मेडक,Whole Year ,पूरे साल ,Garlic,लहसुन,276,
तेलंगाना (Telangana),KHAMMAM,खम्मम,Rabi       ,रबी ,Rice,चावल,11949,34891
तेलंगाना (Telangana),MAHBUBNAGAR,महबूबनगरी,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,881,161
तेलंगाना (Telangana),आदिलाबाद (ADILABAD),इलाहाबाद (आदिलाबाद आदि),Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,38393,13284
तेलंगाना (Telangana),MAHBUBNAGAR,महबूबनगरी,Kharif     ,खरीफ ,Dry chillies,सूखी मिर्च,9500,11800
तेलंगाना (Telangana),MEDAK,मेडक,Rabi       ,रबी ,Horse-gram,चने की दाल,554,158
तेलंगाना (Telangana),आदिलाबाद (ADILABAD),इलाहाबाद (आदिलाबाद आदि),Rabi       ,रबी ,Safflower,कुसुम,333,214
तेलंगाना (Telangana),आदिलाबाद (ADILABAD),इलाहाबाद (आदिलाबाद आदि),Rabi       ,रबी ,Linseed,अलसी का बीज,4133,752
तेलंगाना (Telangana),आदिलाबाद (ADILABAD),इलाहाबाद (आदिलाबाद आदि),Kharif     ,खरीफ ,Sesamum,तिल,2690,627
तेलंगाना (Telangana),आदिलाबाद (ADILABAD),इलाहाबाद (आदिलाबाद आदि),Rabi       ,रबी ,Maize,मक्का,13614,43156
तेलंगाना (Telangana),MEDAK,मेडक,Kharif     ,खरीफ ,Ragi,रागी,2,2
तेलंगाना (Telangana),NIZAMABAD,निजामाबाद,Rabi       ,रबी ,Jowar,ज्वार,6663,5644
तेलंगाना (Telangana),NALGONDA,नलगोंडा,Rabi       ,रबी ,Gram,ग्राम,520,708
तेलंगाना (Telangana),आदिलाबाद (ADILABAD),इलाहाबाद (आदिलाबाद आदि),Rabi       ,रबी ,Maize,मक्का,12874,52050
तेलंगाना (Telangana),KARIMNAGAR,करीमनगर,Kharif     ,खरीफ ,Soyabean,सोया बीन,1460,2488
तेलंगाना (Telangana),KARIMNAGAR,करीमनगर,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,16818,11436
तेलंगाना (Telangana),KARIMNAGAR,करीमनगर,Whole Year ,पूरे साल ,Turmeric,हल्दी,17873,124021
तेलंगाना (Telangana),MEDAK,मेडक,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,25186,6372
तेलंगाना (Telangana),NALGONDA,नलगोंडा,Rabi       ,रबी ,Groundnut,मूंगफली,16060,16269
तेलंगाना (Telangana),MEDAK,मेडक,Rabi       ,रबी ,Gram,ग्राम,19747,13033
तेलंगाना (Telangana),MEDAK,मेडक,Kharif     ,खरीफ ,Ragi,रागी,5,6
तेलंगाना (Telangana),KHAMMAM,खम्मम,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),23222,10868
तेलंगाना (Telangana),WARANGAL,वारंगल,Kharif     ,खरीफ ,Dry chillies,सूखी मिर्च,14980,31773
तेलंगाना (Telangana),MAHBUBNAGAR,महबूबनगरी,Kharif     ,खरीफ ,Sunflower,सूरजमुखी,1831,1571
तेलंगाना (Telangana),आदिलाबाद (ADILABAD),इलाहाबाद (आदिलाबाद आदि),Rabi       ,रबी ,Cowpea(Lobia),लोबिया (लोबिया),79,78
त्रिपुरा (Tripura),WEST त्रिपुरा (Tripura),वेस्ट (त्रिपुरा),Rabi       ,रबी ,Groundnut,मूंगफली,50,48
त्रिपुरा (Tripura),GOMATI,गोमती,Kharif     ,खरीफ ,Rice,चावल,37021,107326
त्रिपुरा (Tripura),NORTH त्रिपुरा (Tripura),उत्तर (त्रिपुरा),Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,984,708
त्रिपुरा (Tripura),NORTH त्रिपुरा (Tripura),उत्तर (त्रिपुरा),Rabi       ,रबी ,Peas & beans (Pulses),मटर और बीन्स (दालें),153,129
त्रिपुरा (Tripura),SOUTH त्रिपुरा (Tripura),दक्षिण (त्रिपुरा),Rabi       ,रबी ,Peas & beans (Pulses),मटर और बीन्स (दालें),313,252
त्रिपुरा (Tripura),NORTH त्रिपुरा (Tripura),उत्तर (त्रिपुरा),Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),404,549
त्रिपुरा (Tripura),KHOWAI,खोवाई,Kharif     ,खरीफ ,Rice,चावल,23381,67131
त्रिपुरा (Tripura),WEST त्रिपुरा (Tripura),वेस्ट (त्रिपुरा),Rabi       ,रबी ,Groundnut,मूंगफली,70,80
त्रिपुरा (Tripura),WEST त्रिपुरा (Tripura),वेस्ट (त्रिपुरा),Whole Year ,पूरे साल ,Oilseeds total,तिलहन कुल,1147,784
उत्तर प्रदेश (Uttar Pradesh),AMROHA,अमरोहा,Kharif     ,खरीफ ,Sweet potato,शकरकंद,96,1310
उत्तर प्रदेश (Uttar Pradesh),SITAPUR,सीतापुर,Kharif     ,खरीफ ,Bajra,बाजरे,3016,1558
उत्तर प्रदेश (Uttar Pradesh),BAHRAICH,बहराइच,Kharif     ,खरीफ ,Small millets,छोटे बाजरा,151,64
उत्तर प्रदेश (Uttar Pradesh),SANT KABEER NAGAR,संत कबीर नगरी,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,3270,2070
उत्तर प्रदेश (Uttar Pradesh),KUSHI NAGAR,कुशी नगरी,Kharif     ,खरीफ ,Groundnut,मूंगफली,458,562
उत्तर प्रदेश (Uttar Pradesh),GONDA,गोंडा,Kharif     ,खरीफ ,Bajra,बाजरे,125,217
उत्तर प्रदेश (Uttar Pradesh),MAU,मऊ,Summer     ,ग्रीष्म ऋतु ,Onion,प्याज,112,860
उत्तर प्रदेश (Uttar Pradesh),SONBHADRA,सोनभद्र:,Whole Year ,पूरे साल ,Sannhamp,सन्नहम्पो,148,54
उत्तर प्रदेश (Uttar Pradesh),HAMIRPUR,हमीरपुर,Kharif     ,खरीफ ,Bajra,बाजरे,626,712
उत्तर प्रदेश (Uttar Pradesh),LALITPUR,Lalitpur,Kharif     ,खरीफ ,Rice,चावल,3485,1049
उत्तर प्रदेश (Uttar Pradesh),HATHRAS,हाथरस,Rabi       ,रबी ,Coriander,धनिया,40,23
उत्तर प्रदेश (Uttar Pradesh),MEERUT,मेरठ,Kharif     ,खरीफ ,Sesamum,तिल,4,1
उत्तर प्रदेश (Uttar Pradesh),GHAZIPUR,गाजीपुर,Summer     ,ग्रीष्म ऋतु ,Urad,उड़द,745,396
उत्तर प्रदेश (Uttar Pradesh),KANPUR NAGAR,कानपुर नगरी,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,13937,11126
उत्तर प्रदेश (Uttar Pradesh),BAREILLY,बरेली,Whole Year ,पूरे साल ,Peas & beans (Pulses),मटर और बीन्स (दालें),1737,3141
उत्तर प्रदेश (Uttar Pradesh),BAGHPAT,बागपत,Summer     ,ग्रीष्म ऋतु ,Onion,प्याज,36,419
उत्तर प्रदेश (Uttar Pradesh),BALLIA,बलिया,Kharif     ,खरीफ ,Maize,मक्का,11061,1349
उत्तर प्रदेश (Uttar Pradesh),ETAH,एटा,Kharif     ,खरीफ ,Sesamum,तिल,354,57
उत्तर प्रदेश (Uttar Pradesh),KANPUR DEHAT,कानपुर देहात,Whole Year ,पूरे साल ,Dry chillies,सूखी मिर्च,150,142
उत्तर प्रदेश (Uttar Pradesh),CHANDAULI,चंदौली,Rabi       ,रबी ,Linseed,अलसी का बीज,501,290
उत्तर प्रदेश (Uttar Pradesh),HAMIRPUR,हमीरपुर,Kharif     ,खरीफ ,Soyabean,सोया बीन,13,16
उत्तर प्रदेश (Uttar Pradesh),GORAKHPUR,गोरखपुर,Rabi       ,रबी ,Masoor,मसूर,3867,2684
उत्तर प्रदेश (Uttar Pradesh),LUCKNOW,लखनऊ,Rabi       ,रबी ,Linseed,अलसी का बीज,50,18
उत्तर प्रदेश (Uttar Pradesh),BUDAUN,शाहजहांपुर,Whole Year ,पूरे साल ,Garlic,लहसुन,307,1330
उत्तर प्रदेश (Uttar Pradesh),BASTI,बस्ती,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,2458,2497
उत्तर प्रदेश (Uttar Pradesh),AURAIYA,औरैया,Rabi       ,रबी ,Wheat,गेहूं,104354,398006
उत्तर प्रदेश (Uttar Pradesh),GHAZIABAD,गाज़ियाबाद,Rabi       ,रबी ,Garlic,लहसुन,6,32
उत्तर प्रदेश (Uttar Pradesh),CHANDAULI,चंदौली,Kharif     ,खरीफ ,Jowar,ज्वार,373,455
उत्तर प्रदेश (Uttar Pradesh),JHANSI,झांसी,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,3471,2798
उत्तर प्रदेश (Uttar Pradesh),SITAPUR,सीतापुर,Rabi       ,रबी ,Turmeric,हल्दी,58,168
उत्तर प्रदेश (Uttar Pradesh),SULTANPUR,सुल्तानपुर,Kharif     ,खरीफ ,Sesamum,तिल,536,56
उत्तर प्रदेश (Uttar Pradesh),अम्बेडकर नगर (AMBEDKAR NAGAR),अम्बेडकर नगर (अम्बेडकर नगर),Whole Year ,पूरे साल ,Onion,प्याज,124,1600
उत्तर प्रदेश (Uttar Pradesh),FATEHPUR,फतेहपुरी,Rabi       ,रबी ,Onion,प्याज,881,10327
उत्तर प्रदेश (Uttar Pradesh),BAREILLY,बरेली,Kharif     ,खरीफ ,Rice,चावल,145203,324384
उत्तर प्रदेश (Uttar Pradesh),BIJNOR,बिजनौर,Kharif     ,खरीफ ,Sunflower,सूरजमुखी,7,12
उत्तर प्रदेश (Uttar Pradesh),KANPUR NAGAR,कानपुर नगरी,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,14896,19777
उत्तर प्रदेश (Uttar Pradesh),DEORIA,देवरिया,Kharif     ,खरीफ ,Groundnut,मूंगफली,2157,1963
उत्तर प्रदेश (Uttar Pradesh),SONBHADRA,सोनभद्र:,Rabi       ,रबी ,Wheat,गेहूं,57853,135887
उत्तर प्रदेश (Uttar Pradesh),KANPUR NAGAR,कानपुर नगरी,Rabi       ,रबी ,Turmeric,हल्दी,1,3
उत्तर प्रदेश (Uttar Pradesh),BARABANKI,बाराबंकी,Rabi       ,रबी ,Tobacco,तंबाकू,9,46
उत्तर प्रदेश (Uttar Pradesh),SITAPUR,सीतापुर,Rabi       ,रबी ,Barley,जौ,565,1419
उत्तर प्रदेश (Uttar Pradesh),BAREILLY,बरेली,Kharif     ,खरीफ ,Groundnut,मूंगफली,554,838
उत्तर प्रदेश (Uttar Pradesh),LUCKNOW,लखनऊ,Summer     ,ग्रीष्म ऋतु ,Moong(Green Gram),मूंग (हरा चना),33,10
उत्तर प्रदेश (Uttar Pradesh),AZAMGARH,आजमगढ़,Summer     ,ग्रीष्म ऋतु ,Moong(Green Gram),मूंग (हरा चना),156,115
उत्तर प्रदेश (Uttar Pradesh),AZAMGARH,आजमगढ़,Kharif     ,खरीफ ,Sunflower,सूरजमुखी,1,2
उत्तर प्रदेश (Uttar Pradesh),AMROHA,अमरोहा,Whole Year ,पूरे साल ,Sweet potato,शकरकंद,85,1112
उत्तर प्रदेश (Uttar Pradesh),RAE BARELI,रायबरेली,Whole Year ,पूरे साल ,Turmeric,हल्दी,3,6
उत्तर प्रदेश (Uttar Pradesh),GONDA,गोंडा,Rabi       ,रबी ,Peas & beans (Pulses),मटर और बीन्स (दालें),2916,3397
उत्तर प्रदेश (Uttar Pradesh),SANT RAVIDAS NAGAR,संत रविदास नगर,Whole Year ,पूरे साल ,Potato,आलू,1136,28016
उत्तर प्रदेश (Uttar Pradesh),SAHARANPUR,सहारनपुर,Kharif     ,खरीफ ,Sugarcane,गन्ना,140825,8715378
उत्तर प्रदेश (Uttar Pradesh),SANT RAVIDAS NAGAR,संत रविदास नगर,Kharif     ,खरीफ ,Bajra,बाजरे,9037,9220
उत्तर प्रदेश (Uttar Pradesh),VARANASI,वाराणसी,Kharif     ,खरीफ ,Guar seed,ग्वार सीड,54,44
उत्तर प्रदेश (Uttar Pradesh),BALRAMPUR,बलरामपुर,Rabi       ,रबी ,Onion,प्याज,37,681
उत्तर प्रदेश (Uttar Pradesh),KANPUR DEHAT,कानपुर देहात,Rabi       ,रबी ,Onion,प्याज,296,6809
उत्तर प्रदेश (Uttar Pradesh),BALLIA,बलिया,Summer     ,ग्रीष्म ऋतु ,Small millets,छोटे बाजरा,41,57
उत्तर प्रदेश (Uttar Pradesh),UNNAO,उन्नाव,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),2057,179
उत्तर प्रदेश (Uttar Pradesh),KASGANJ,कासगंज,Summer     ,ग्रीष्म ऋतु ,Moong(Green Gram),मूंग (हरा चना),797,722
उत्तर प्रदेश (Uttar Pradesh),KANPUR DEHAT,कानपुर देहात,Whole Year ,पूरे साल ,Tobacco,तंबाकू,1,4
उत्तर प्रदेश (Uttar Pradesh),SIDDHARTH NAGAR,सिद्धार्थ नगरी,Kharif     ,खरीफ ,Rice,चावल,149112,156394
उत्तर प्रदेश (Uttar Pradesh),BAGHPAT,बागपत,Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),78,13
उत्तर प्रदेश (Uttar Pradesh),BAREILLY,बरेली,Rabi       ,रबी ,Wheat,गेहूं,182990,450186
उत्तर प्रदेश (Uttar Pradesh),BAREILLY,बरेली,Summer     ,ग्रीष्म ऋतु ,Moong(Green Gram),मूंग (हरा चना),3,2
उत्तर प्रदेश (Uttar Pradesh),इलाहाबाद (ALLAHABAD),इलाहाबाद (इलाहाबाद),Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,1185,1121
उत्तर प्रदेश (Uttar Pradesh),GHAZIPUR,गाजीपुर,Rabi       ,रबी ,Potato,आलू,7262,184186
उत्तर प्रदेश (Uttar Pradesh),KANPUR DEHAT,कानपुर देहात,Rabi       ,रबी ,Linseed,अलसी का बीज,7,3
उत्तर प्रदेश (Uttar Pradesh),JHANSI,झांसी,Rabi       ,रबी ,Coriander,धनिया,66,37
उत्तर प्रदेश (Uttar Pradesh),KANPUR DEHAT,कानपुर देहात,Rabi       ,रबी ,Wheat,गेहूं,116802,377903
उत्तर प्रदेश (Uttar Pradesh),KASGANJ,कासगंज,Rabi       ,रबी ,Wheat,गेहूं,94515,278914
उत्तर प्रदेश (Uttar Pradesh),GHAZIPUR,गाजीपुर,Kharif     ,खरीफ ,Bajra,बाजरे,14986,11002
उत्तर प्रदेश (Uttar Pradesh),PILIBHIT,पीलीभीत,Rabi       ,रबी ,Turmeric,हल्दी,10,32
उत्तर प्रदेश (Uttar Pradesh),ETAWAH,इटावा,Rabi       ,रबी ,Barley,जौ,3255,7729
उत्तर प्रदेश (Uttar Pradesh),SAHARANPUR,सहारनपुर,Kharif     ,खरीफ ,Maize,मक्का,7205,8574
उत्तर प्रदेश (Uttar Pradesh),PRATAPGARH,प्रतापगढ़,Kharif     ,खरीफ ,Groundnut,मूंगफली,1,1
उत्तर प्रदेश (Uttar Pradesh),GHAZIPUR,गाजीपुर,Rabi       ,रबी ,Masoor,मसूर,10135,8980
उत्तर प्रदेश (Uttar Pradesh),MAHARAJGANJ,महाराजगंज,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,396,269
उत्तर प्रदेश (Uttar Pradesh),KANNAUJ,कन्नौज,Kharif     ,खरीफ ,Sannhamp,सन्नहम्पो,53,17
उत्तर प्रदेश (Uttar Pradesh),BARABANKI,बाराबंकी,Rabi       ,रबी ,Turmeric,हल्दी,3,10
